IncidentType_ID,Type_Name,Category,Severity_Level,Detection_Method
44779,DDoS,External,High,Network Monitoring
44780,SQL Injection,External,High,WAF
44781,Insider Threat,Internal,High,Manual Report
44782,Credential Stuffing,External,Medium,Auth Logs
44783,Misconfiguration,Internal,Medium,Audit
44784,Zero-Day Exploit,External,Critical,Threat Intel
44785,Phishing,External,Medium,SIEM
44786,Malware,External,High,IDS
44787,Ransomware,External,Critical,SIEM
44788,DDoS,External,High,Network Monitoring
44789,SQL Injection,External,High,WAF
44790,Insider Threat,Internal,High,Manual Report
44791,Credential Stuffing,External,Medium,Auth Logs
44792,Misconfiguration,Internal,Medium,Audit
44793,Zero-Day Exploit,External,Critical,Threat Intel
44794,Phishing,External,Medium,SIEM
44795,Malware,External,High,IDS
44796,Ransomware,External,Critical,SIEM
44797,DDoS,External,High,Network Monitoring
44798,SQL Injection,External,High,WAF
44799,Insider Threat,Internal,High,Manual Report
44800,Credential Stuffing,External,Medium,Auth Logs
44801,Misconfiguration,Internal,Medium,Audit
44802,Zero-Day Exploit,External,Critical,Threat Intel
44803,Phishing,External,Medium,SIEM
44804,Malware,External,High,IDS
44805,Ransomware,External,Critical,SIEM
44806,DDoS,External,High,Network Monitoring
44807,SQL Injection,External,High,WAF
44808,Insider Threat,Internal,High,Manual Report
44809,Credential Stuffing,External,Medium,Auth Logs
44810,Misconfiguration,Internal,Medium,Audit
44811,Zero-Day Exploit,External,Critical,Threat Intel
44812,Phishing,External,Medium,SIEM
44813,Malware,External,High,IDS
44814,Ransomware,External,Critical,SIEM
44815,DDoS,External,High,Network Monitoring
44816,SQL Injection,External,High,WAF
44817,Insider Threat,Internal,High,Manual Report
44818,Credential Stuffing,External,Medium,Auth Logs
44819,Misconfiguration,Internal,Medium,Audit
44820,Zero-Day Exploit,External,Critical,Threat Intel
44821,Phishing,External,Medium,SIEM
44822,Malware,External,High,IDS
44823,Ransomware,External,Critical,SIEM
44824,DDoS,External,High,Network Monitoring
44825,SQL Injection,External,High,WAF
44826,Insider Threat,Internal,High,Manual Report
44827,Credential Stuffing,External,Medium,Auth Logs
44828,Misconfiguration,Internal,Medium,Audit
44829,Zero-Day Exploit,External,Critical,Threat Intel
44830,Phishing,External,Medium,SIEM
44831,Malware,External,High,IDS
44832,Ransomware,External,Critical,SIEM
44833,DDoS,External,High,Network Monitoring
44834,SQL Injection,External,High,WAF
44835,Insider Threat,Internal,High,Manual Report
44836,Credential Stuffing,External,Medium,Auth Logs
44837,Misconfiguration,Internal,Medium,Audit
44838,Zero-Day Exploit,External,Critical,Threat Intel
44839,Phishing,External,Medium,SIEM
44840,Malware,External,High,IDS
44841,Ransomware,External,Critical,SIEM
44842,DDoS,External,High,Network Monitoring
44843,SQL Injection,External,High,WAF
44844,Insider Threat,Internal,High,Manual Report
44845,Credential Stuffing,External,Medium,Auth Logs
44846,Misconfiguration,Internal,Medium,Audit
44847,Zero-Day Exploit,External,Critical,Threat Intel
44848,Phishing,External,Medium,SIEM
44849,Malware,External,High,IDS
44850,Ransomware,External,Critical,SIEM
44851,DDoS,External,High,Network Monitoring
44852,SQL Injection,External,High,WAF
44853,Insider Threat,Internal,High,Manual Report
44854,Credential Stuffing,External,Medium,Auth Logs
44855,Misconfiguration,Internal,Medium,Audit
44856,Zero-Day Exploit,External,Critical,Threat Intel
44857,Phishing,External,Medium,SIEM
44858,Malware,External,High,IDS
44859,Ransomware,External,Critical,SIEM
44860,DDoS,External,High,Network Monitoring
44861,SQL Injection,External,High,WAF
44862,Insider Threat,Internal,High,Manual Report
44863,Credential Stuffing,External,Medium,Auth Logs
44864,Misconfiguration,Internal,Medium,Audit
44865,Zero-Day Exploit,External,Critical,Threat Intel
44866,Phishing,External,Medium,SIEM
44867,Malware,External,High,IDS
44868,Ransomware,External,Critical,SIEM
44869,DDoS,External,High,Network Monitoring
44870,SQL Injection,External,High,WAF
44871,Insider Threat,Internal,High,Manual Report
44872,Credential Stuffing,External,Medium,Auth Logs
44873,Misconfiguration,Internal,Medium,Audit
44874,Zero-Day Exploit,External,Critical,Threat Intel
44875,Phishing,External,Medium,SIEM
44876,Malware,External,High,IDS
44877,Ransomware,External,Critical,SIEM
44878,DDoS,External,High,Network Monitoring
44879,SQL Injection,External,High,WAF
44880,Insider Threat,Internal,High,Manual Report
44881,Credential Stuffing,External,Medium,Auth Logs
44882,Misconfiguration,Internal,Medium,Audit
44883,Zero-Day Exploit,External,Critical,Threat Intel
44884,Phishing,External,Medium,SIEM
44885,Malware,External,High,IDS
44886,Ransomware,External,Critical,SIEM
44887,DDoS,External,High,Network Monitoring
44888,SQL Injection,External,High,WAF
44889,Insider Threat,Internal,High,Manual Report
44890,Credential Stuffing,External,Medium,Auth Logs
44891,Misconfiguration,Internal,Medium,Audit
44892,Zero-Day Exploit,External,Critical,Threat Intel
44893,Phishing,External,Medium,SIEM
44894,Malware,External,High,IDS
44895,Ransomware,External,Critical,SIEM
44896,DDoS,External,High,Network Monitoring
44897,SQL Injection,External,High,WAF
44898,Insider Threat,Internal,High,Manual Report
44899,Credential Stuffing,External,Medium,Auth Logs
44900,Misconfiguration,Internal,Medium,Audit
44901,Zero-Day Exploit,External,Critical,Threat Intel
44902,Phishing,External,Medium,SIEM
44903,Malware,External,High,IDS
44904,Ransomware,External,Critical,SIEM
44905,DDoS,External,High,Network Monitoring
44906,SQL Injection,External,High,WAF
44907,Insider Threat,Internal,High,Manual Report
44908,Credential Stuffing,External,Medium,Auth Logs
44909,Misconfiguration,Internal,Medium,Audit
44910,Zero-Day Exploit,External,Critical,Threat Intel
44911,Phishing,External,Medium,SIEM
44912,Malware,External,High,IDS
44913,Ransomware,External,Critical,SIEM
44914,DDoS,External,High,Network Monitoring
44915,SQL Injection,External,High,WAF
44916,Insider Threat,Internal,High,Manual Report
44917,Credential Stuffing,External,Medium,Auth Logs
44918,Misconfiguration,Internal,Medium,Audit
44919,Zero-Day Exploit,External,Critical,Threat Intel
44920,Phishing,External,Medium,SIEM
44921,Malware,External,High,IDS
44922,Ransomware,External,Critical,SIEM
44923,DDoS,External,High,Network Monitoring
44924,SQL Injection,External,High,WAF
44925,Insider Threat,Internal,High,Manual Report
44926,Credential Stuffing,External,Medium,Auth Logs
44927,Misconfiguration,Internal,Medium,Audit
44928,Zero-Day Exploit,External,Critical,Threat Intel
44929,Phishing,External,Medium,SIEM
44930,Malware,External,High,IDS
44931,Ransomware,External,Critical,SIEM
44932,DDoS,External,High,Network Monitoring
44933,SQL Injection,External,High,WAF
44934,Insider Threat,Internal,High,Manual Report
44935,Credential Stuffing,External,Medium,Auth Logs
44936,Misconfiguration,Internal,Medium,Audit
44937,Zero-Day Exploit,External,Critical,Threat Intel
44938,Phishing,External,Medium,SIEM
44939,Malware,External,High,IDS
44940,Ransomware,External,Critical,SIEM
44941,DDoS,External,High,Network Monitoring
44942,SQL Injection,External,High,WAF
44943,Insider Threat,Internal,High,Manual Report
44944,Credential Stuffing,External,Medium,Auth Logs
44945,Misconfiguration,Internal,Medium,Audit
44946,Zero-Day Exploit,External,Critical,Threat Intel
44947,Phishing,External,Medium,SIEM
44948,Malware,External,High,IDS
44949,Ransomware,External,Critical,SIEM
44950,DDoS,External,High,Network Monitoring
44951,SQL Injection,External,High,WAF
44952,Insider Threat,Internal,High,Manual Report
44953,Credential Stuffing,External,Medium,Auth Logs
44954,Misconfiguration,Internal,Medium,Audit
44955,Zero-Day Exploit,External,Critical,Threat Intel
44956,Phishing,External,Medium,SIEM
44957,Malware,External,High,IDS
44958,Ransomware,External,Critical,SIEM
44959,DDoS,External,High,Network Monitoring
44960,SQL Injection,External,High,WAF
44961,Insider Threat,Internal,High,Manual Report
44962,Credential Stuffing,External,Medium,Auth Logs
44963,Misconfiguration,Internal,Medium,Audit
44964,Zero-Day Exploit,External,Critical,Threat Intel
44965,Phishing,External,Medium,SIEM
44966,Malware,External,High,IDS
44967,Ransomware,External,Critical,SIEM
44968,DDoS,External,High,Network Monitoring
44969,SQL Injection,External,High,WAF
44970,Insider Threat,Internal,High,Manual Report
44971,Credential Stuffing,External,Medium,Auth Logs
44972,Misconfiguration,Internal,Medium,Audit
44973,Zero-Day Exploit,External,Critical,Threat Intel
44974,Phishing,External,Medium,SIEM
44975,Malware,External,High,IDS
44976,Ransomware,External,Critical,SIEM
44977,DDoS,External,High,Network Monitoring
44978,SQL Injection,External,High,WAF
44979,Insider Threat,Internal,High,Manual Report
44980,Credential Stuffing,External,Medium,Auth Logs
44981,Misconfiguration,Internal,Medium,Audit
44982,Zero-Day Exploit,External,Critical,Threat Intel
44983,Phishing,External,Medium,SIEM
44984,Malware,External,High,IDS
44985,Ransomware,External,Critical,SIEM
44986,DDoS,External,High,Network Monitoring
44987,SQL Injection,External,High,WAF
44988,Insider Threat,Internal,High,Manual Report
44989,Credential Stuffing,External,Medium,Auth Logs
44990,Misconfiguration,Internal,Medium,Audit
44991,Zero-Day Exploit,External,Critical,Threat Intel
44992,Phishing,External,Medium,SIEM
44993,Malware,External,High,IDS
44994,Ransomware,External,Critical,SIEM
44995,DDoS,External,High,Network Monitoring
44996,SQL Injection,External,High,WAF
44997,Insider Threat,Internal,High,Manual Report
44998,Credential Stuffing,External,Medium,Auth Logs
44999,Misconfiguration,Internal,Medium,Audit
45000,Zero-Day Exploit,External,Critical,Threat Intel
45001,Phishing,External,Medium,SIEM
45002,Malware,External,High,IDS
45003,Ransomware,External,Critical,SIEM
45004,DDoS,External,High,Network Monitoring
45005,SQL Injection,External,High,WAF
45006,Insider Threat,Internal,High,Manual Report
45007,Credential Stuffing,External,Medium,Auth Logs
45008,Misconfiguration,Internal,Medium,Audit
45009,Zero-Day Exploit,External,Critical,Threat Intel
45010,Phishing,External,Medium,SIEM
45011,Malware,External,High,IDS
45012,Ransomware,External,Critical,SIEM
45013,DDoS,External,High,Network Monitoring
45014,SQL Injection,External,High,WAF
45015,Insider Threat,Internal,High,Manual Report
45016,Credential Stuffing,External,Medium,Auth Logs
45017,Misconfiguration,Internal,Medium,Audit
45018,Zero-Day Exploit,External,Critical,Threat Intel
45019,Phishing,External,Medium,SIEM
45020,Malware,External,High,IDS
45021,Ransomware,External,Critical,SIEM
45022,DDoS,External,High,Network Monitoring
45023,SQL Injection,External,High,WAF
45024,Insider Threat,Internal,High,Manual Report
45025,Credential Stuffing,External,Medium,Auth Logs
45026,Misconfiguration,Internal,Medium,Audit
45027,Zero-Day Exploit,External,Critical,Threat Intel
45028,Phishing,External,Medium,SIEM
45029,Malware,External,High,IDS
45030,Ransomware,External,Critical,SIEM
45031,DDoS,External,High,Network Monitoring
45032,SQL Injection,External,High,WAF
45033,Insider Threat,Internal,High,Manual Report
45034,Credential Stuffing,External,Medium,Auth Logs
45035,Misconfiguration,Internal,Medium,Audit
45036,Zero-Day Exploit,External,Critical,Threat Intel
45037,Phishing,External,Medium,SIEM
45038,Malware,External,High,IDS
45039,Ransomware,External,Critical,SIEM
45040,DDoS,External,High,Network Monitoring
45041,SQL Injection,External,High,WAF
45042,Insider Threat,Internal,High,Manual Report
45043,Credential Stuffing,External,Medium,Auth Logs
45044,Misconfiguration,Internal,Medium,Audit
45045,Zero-Day Exploit,External,Critical,Threat Intel
45046,Phishing,External,Medium,SIEM
45047,Malware,External,High,IDS
45048,Ransomware,External,Critical,SIEM
45049,DDoS,External,High,Network Monitoring
45050,SQL Injection,External,High,WAF
45051,Insider Threat,Internal,High,Manual Report
45052,Credential Stuffing,External,Medium,Auth Logs
45053,Misconfiguration,Internal,Medium,Audit
45054,Zero-Day Exploit,External,Critical,Threat Intel
45055,Phishing,External,Medium,SIEM
45056,Malware,External,High,IDS
45057,Ransomware,External,Critical,SIEM
45058,DDoS,External,High,Network Monitoring
45059,SQL Injection,External,High,WAF
45060,Insider Threat,Internal,High,Manual Report
45061,Credential Stuffing,External,Medium,Auth Logs
45062,Misconfiguration,Internal,Medium,Audit
45063,Zero-Day Exploit,External,Critical,Threat Intel
45064,Phishing,External,Medium,SIEM
45065,Malware,External,High,IDS
45066,Ransomware,External,Critical,SIEM
45067,DDoS,External,High,Network Monitoring
45068,SQL Injection,External,High,WAF
45069,Insider Threat,Internal,High,Manual Report
45070,Credential Stuffing,External,Medium,Auth Logs
45071,Misconfiguration,Internal,Medium,Audit
45072,Zero-Day Exploit,External,Critical,Threat Intel
45073,Phishing,External,Medium,SIEM
45074,Malware,External,High,IDS
45075,Ransomware,External,Critical,SIEM
45076,DDoS,External,High,Network Monitoring
45077,SQL Injection,External,High,WAF
45078,Insider Threat,Internal,High,Manual Report
45079,Credential Stuffing,External,Medium,Auth Logs
45080,Misconfiguration,Internal,Medium,Audit
45081,Zero-Day Exploit,External,Critical,Threat Intel
45082,Phishing,External,Medium,SIEM
45083,Malware,External,High,IDS
45084,Ransomware,External,Critical,SIEM
45085,DDoS,External,High,Network Monitoring
45086,SQL Injection,External,High,WAF
45087,Insider Threat,Internal,High,Manual Report
45088,Credential Stuffing,External,Medium,Auth Logs
45089,Misconfiguration,Internal,Medium,Audit
45090,Zero-Day Exploit,External,Critical,Threat Intel
45091,Phishing,External,Medium,SIEM
45092,Malware,External,High,IDS
45093,Ransomware,External,Critical,SIEM
45094,DDoS,External,High,Network Monitoring
45095,SQL Injection,External,High,WAF
45096,Insider Threat,Internal,High,Manual Report
45097,Credential Stuffing,External,Medium,Auth Logs
45098,Misconfiguration,Internal,Medium,Audit
45099,Zero-Day Exploit,External,Critical,Threat Intel
45100,Phishing,External,Medium,SIEM
45101,Malware,External,High,IDS
45102,Ransomware,External,Critical,SIEM
45103,DDoS,External,High,Network Monitoring
45104,SQL Injection,External,High,WAF
45105,Insider Threat,Internal,High,Manual Report
45106,Credential Stuffing,External,Medium,Auth Logs
45107,Misconfiguration,Internal,Medium,Audit
45108,Zero-Day Exploit,External,Critical,Threat Intel
45109,Phishing,External,Medium,SIEM
45110,Malware,External,High,IDS
45111,Ransomware,External,Critical,SIEM
45112,DDoS,External,High,Network Monitoring
45113,SQL Injection,External,High,WAF
45114,Insider Threat,Internal,High,Manual Report
45115,Credential Stuffing,External,Medium,Auth Logs
45116,Misconfiguration,Internal,Medium,Audit
45117,Zero-Day Exploit,External,Critical,Threat Intel
45118,Phishing,External,Medium,SIEM
45119,Malware,External,High,IDS
45120,Ransomware,External,Critical,SIEM
45121,DDoS,External,High,Network Monitoring
45122,SQL Injection,External,High,WAF
45123,Insider Threat,Internal,High,Manual Report
45124,Credential Stuffing,External,Medium,Auth Logs
45125,Misconfiguration,Internal,Medium,Audit
45126,Zero-Day Exploit,External,Critical,Threat Intel
45127,Phishing,External,Medium,SIEM
45128,Malware,External,High,IDS
45129,Ransomware,External,Critical,SIEM
45130,DDoS,External,High,Network Monitoring
45131,SQL Injection,External,High,WAF
45132,Insider Threat,Internal,High,Manual Report
45133,Credential Stuffing,External,Medium,Auth Logs
45134,Misconfiguration,Internal,Medium,Audit
45135,Zero-Day Exploit,External,Critical,Threat Intel
45136,Phishing,External,Medium,SIEM
45137,Malware,External,High,IDS
45138,Ransomware,External,Critical,SIEM
45139,DDoS,External,High,Network Monitoring
45140,SQL Injection,External,High,WAF
45141,Insider Threat,Internal,High,Manual Report
45142,Credential Stuffing,External,Medium,Auth Logs
45143,Misconfiguration,Internal,Medium,Audit
45144,Zero-Day Exploit,External,Critical,Threat Intel
45145,Phishing,External,Medium,SIEM
45146,Malware,External,High,IDS
45147,Ransomware,External,Critical,SIEM
45148,DDoS,External,High,Network Monitoring
45149,SQL Injection,External,High,WAF
45150,Insider Threat,Internal,High,Manual Report
45151,Credential Stuffing,External,Medium,Auth Logs
45152,Misconfiguration,Internal,Medium,Audit
45153,Zero-Day Exploit,External,Critical,Threat Intel
45154,Phishing,External,Medium,SIEM
45155,Malware,External,High,IDS
45156,Ransomware,External,Critical,SIEM
45157,DDoS,External,High,Network Monitoring
45158,SQL Injection,External,High,WAF
45159,Insider Threat,Internal,High,Manual Report
45160,Credential Stuffing,External,Medium,Auth Logs
45161,Misconfiguration,Internal,Medium,Audit
45162,Zero-Day Exploit,External,Critical,Threat Intel
45163,Phishing,External,Medium,SIEM
45164,Malware,External,High,IDS
45165,Ransomware,External,Critical,SIEM
45166,DDoS,External,High,Network Monitoring
45167,SQL Injection,External,High,WAF
45168,Insider Threat,Internal,High,Manual Report
45169,Credential Stuffing,External,Medium,Auth Logs
45170,Misconfiguration,Internal,Medium,Audit
45171,Zero-Day Exploit,External,Critical,Threat Intel
45172,Phishing,External,Medium,SIEM
45173,Malware,External,High,IDS
45174,Ransomware,External,Critical,SIEM
45175,DDoS,External,High,Network Monitoring
45176,SQL Injection,External,High,WAF
45177,Insider Threat,Internal,High,Manual Report
45178,Credential Stuffing,External,Medium,Auth Logs
45179,Misconfiguration,Internal,Medium,Audit
45180,Zero-Day Exploit,External,Critical,Threat Intel
45181,Phishing,External,Medium,SIEM
45182,Malware,External,High,IDS
45183,Ransomware,External,Critical,SIEM
45184,DDoS,External,High,Network Monitoring
45185,SQL Injection,External,High,WAF
45186,Insider Threat,Internal,High,Manual Report
45187,Credential Stuffing,External,Medium,Auth Logs
45188,Misconfiguration,Internal,Medium,Audit
45189,Zero-Day Exploit,External,Critical,Threat Intel
45190,Phishing,External,Medium,SIEM
45191,Malware,External,High,IDS
45192,Ransomware,External,Critical,SIEM
45193,DDoS,External,High,Network Monitoring
45194,SQL Injection,External,High,WAF
45195,Insider Threat,Internal,High,Manual Report
45196,Credential Stuffing,External,Medium,Auth Logs
45197,Misconfiguration,Internal,Medium,Audit
45198,Zero-Day Exploit,External,Critical,Threat Intel
45199,Phishing,External,Medium,SIEM
45200,Malware,External,High,IDS
45201,Ransomware,External,Critical,SIEM
45202,DDoS,External,High,Network Monitoring
45203,SQL Injection,External,High,WAF
45204,Insider Threat,Internal,High,Manual Report
45205,Credential Stuffing,External,Medium,Auth Logs
45206,Misconfiguration,Internal,Medium,Audit
45207,Zero-Day Exploit,External,Critical,Threat Intel
45208,Phishing,External,Medium,SIEM
45209,Malware,External,High,IDS
45210,Ransomware,External,Critical,SIEM
45211,DDoS,External,High,Network Monitoring
45212,SQL Injection,External,High,WAF
45213,Insider Threat,Internal,High,Manual Report
45214,Credential Stuffing,External,Medium,Auth Logs
45215,Misconfiguration,Internal,Medium,Audit
45216,Zero-Day Exploit,External,Critical,Threat Intel
45217,Phishing,External,Medium,SIEM
45218,Malware,External,High,IDS
45219,Ransomware,External,Critical,SIEM
45220,DDoS,External,High,Network Monitoring
45221,SQL Injection,External,High,WAF
45222,Insider Threat,Internal,High,Manual Report
45223,Credential Stuffing,External,Medium,Auth Logs
45224,Misconfiguration,Internal,Medium,Audit
45225,Zero-Day Exploit,External,Critical,Threat Intel
45226,Phishing,External,Medium,SIEM
45227,Malware,External,High,IDS
45228,Ransomware,External,Critical,SIEM
45229,DDoS,External,High,Network Monitoring
45230,SQL Injection,External,High,WAF
45231,Insider Threat,Internal,High,Manual Report
45232,Credential Stuffing,External,Medium,Auth Logs
45233,Misconfiguration,Internal,Medium,Audit
45234,Zero-Day Exploit,External,Critical,Threat Intel
45235,Phishing,External,Medium,SIEM
45236,Malware,External,High,IDS
45237,Ransomware,External,Critical,SIEM
45238,DDoS,External,High,Network Monitoring
45239,SQL Injection,External,High,WAF
45240,Insider Threat,Internal,High,Manual Report
45241,Credential Stuffing,External,Medium,Auth Logs
45242,Misconfiguration,Internal,Medium,Audit
45243,Zero-Day Exploit,External,Critical,Threat Intel
45244,Phishing,External,Medium,SIEM
45245,Malware,External,High,IDS
45246,Ransomware,External,Critical,SIEM
45247,DDoS,External,High,Network Monitoring
45248,SQL Injection,External,High,WAF
45249,Insider Threat,Internal,High,Manual Report
45250,Credential Stuffing,External,Medium,Auth Logs
45251,Misconfiguration,Internal,Medium,Audit
45252,Zero-Day Exploit,External,Critical,Threat Intel
45253,Phishing,External,Medium,SIEM
45254,Malware,External,High,IDS
45255,Ransomware,External,Critical,SIEM
45256,DDoS,External,High,Network Monitoring
45257,SQL Injection,External,High,WAF
45258,Insider Threat,Internal,High,Manual Report
45259,Credential Stuffing,External,Medium,Auth Logs
45260,Misconfiguration,Internal,Medium,Audit
45261,Zero-Day Exploit,External,Critical,Threat Intel
45262,Phishing,External,Medium,SIEM
45263,Malware,External,High,IDS
45264,Ransomware,External,Critical,SIEM
45265,DDoS,External,High,Network Monitoring
45266,SQL Injection,External,High,WAF
45267,Insider Threat,Internal,High,Manual Report
45268,Credential Stuffing,External,Medium,Auth Logs
45269,Misconfiguration,Internal,Medium,Audit
45270,Zero-Day Exploit,External,Critical,Threat Intel
45271,Phishing,External,Medium,SIEM
45272,Malware,External,High,IDS
45273,Ransomware,External,Critical,SIEM
45274,DDoS,External,High,Network Monitoring
45275,SQL Injection,External,High,WAF
45276,Insider Threat,Internal,High,Manual Report
45277,Credential Stuffing,External,Medium,Auth Logs
45278,Misconfiguration,Internal,Medium,Audit
45279,Zero-Day Exploit,External,Critical,Threat Intel
45280,Phishing,External,Medium,SIEM
45281,Malware,External,High,IDS
45282,Ransomware,External,Critical,SIEM
45283,DDoS,External,High,Network Monitoring
45284,SQL Injection,External,High,WAF
45285,Insider Threat,Internal,High,Manual Report
45286,Credential Stuffing,External,Medium,Auth Logs
45287,Misconfiguration,Internal,Medium,Audit
45288,Zero-Day Exploit,External,Critical,Threat Intel
45289,Phishing,External,Medium,SIEM
45290,Malware,External,High,IDS
45291,Ransomware,External,Critical,SIEM
45292,DDoS,External,High,Network Monitoring
45293,SQL Injection,External,High,WAF
45294,Insider Threat,Internal,High,Manual Report
45295,Credential Stuffing,External,Medium,Auth Logs
45296,Misconfiguration,Internal,Medium,Audit
45297,Zero-Day Exploit,External,Critical,Threat Intel
45298,Phishing,External,Medium,SIEM
45299,Malware,External,High,IDS
45300,Ransomware,External,Critical,SIEM
45301,DDoS,External,High,Network Monitoring
45302,SQL Injection,External,High,WAF
45303,Insider Threat,Internal,High,Manual Report
45304,Credential Stuffing,External,Medium,Auth Logs
45305,Misconfiguration,Internal,Medium,Audit
45306,Zero-Day Exploit,External,Critical,Threat Intel
45307,Phishing,External,Medium,SIEM
45308,Malware,External,High,IDS
45309,Ransomware,External,Critical,SIEM
45310,DDoS,External,High,Network Monitoring
45311,SQL Injection,External,High,WAF
45312,Insider Threat,Internal,High,Manual Report
45313,Credential Stuffing,External,Medium,Auth Logs
45314,Misconfiguration,Internal,Medium,Audit
45315,Zero-Day Exploit,External,Critical,Threat Intel
45316,Phishing,External,Medium,SIEM
45317,Malware,External,High,IDS
45318,Ransomware,External,Critical,SIEM
45319,DDoS,External,High,Network Monitoring
45320,SQL Injection,External,High,WAF
45321,Insider Threat,Internal,High,Manual Report
45322,Credential Stuffing,External,Medium,Auth Logs
45323,Misconfiguration,Internal,Medium,Audit
45324,Zero-Day Exploit,External,Critical,Threat Intel
45325,Phishing,External,Medium,SIEM
45326,Malware,External,High,IDS
45327,Ransomware,External,Critical,SIEM
45328,DDoS,External,High,Network Monitoring
45329,SQL Injection,External,High,WAF
45330,Insider Threat,Internal,High,Manual Report
45331,Credential Stuffing,External,Medium,Auth Logs
45332,Misconfiguration,Internal,Medium,Audit
45333,Zero-Day Exploit,External,Critical,Threat Intel
45334,Phishing,External,Medium,SIEM
45335,Malware,External,High,IDS
45336,Ransomware,External,Critical,SIEM
45337,DDoS,External,High,Network Monitoring
45338,SQL Injection,External,High,WAF
45339,Insider Threat,Internal,High,Manual Report
45340,Credential Stuffing,External,Medium,Auth Logs
45341,Misconfiguration,Internal,Medium,Audit
45342,Zero-Day Exploit,External,Critical,Threat Intel
45343,Phishing,External,Medium,SIEM
45344,Malware,External,High,IDS
45345,Ransomware,External,Critical,SIEM
45346,DDoS,External,High,Network Monitoring
45347,SQL Injection,External,High,WAF
45348,Insider Threat,Internal,High,Manual Report
45349,Credential Stuffing,External,Medium,Auth Logs
45350,Misconfiguration,Internal,Medium,Audit
45351,Zero-Day Exploit,External,Critical,Threat Intel
45352,Phishing,External,Medium,SIEM
45353,Malware,External,High,IDS
45354,Ransomware,External,Critical,SIEM
45355,DDoS,External,High,Network Monitoring
45356,SQL Injection,External,High,WAF
45357,Insider Threat,Internal,High,Manual Report
45358,Credential Stuffing,External,Medium,Auth Logs
45359,Misconfiguration,Internal,Medium,Audit
45360,Zero-Day Exploit,External,Critical,Threat Intel
45361,Phishing,External,Medium,SIEM
45362,Malware,External,High,IDS
45363,Ransomware,External,Critical,SIEM
45364,DDoS,External,High,Network Monitoring
45365,SQL Injection,External,High,WAF
45366,Insider Threat,Internal,High,Manual Report
45367,Credential Stuffing,External,Medium,Auth Logs
45368,Misconfiguration,Internal,Medium,Audit
45369,Zero-Day Exploit,External,Critical,Threat Intel
45370,Phishing,External,Medium,SIEM
45371,Malware,External,High,IDS
45372,Ransomware,External,Critical,SIEM
45373,DDoS,External,High,Network Monitoring
45374,SQL Injection,External,High,WAF
45375,Insider Threat,Internal,High,Manual Report
45376,Credential Stuffing,External,Medium,Auth Logs
45377,Misconfiguration,Internal,Medium,Audit
45378,Zero-Day Exploit,External,Critical,Threat Intel
45379,Phishing,External,Medium,SIEM
45380,Malware,External,High,IDS
45381,Ransomware,External,Critical,SIEM
45382,DDoS,External,High,Network Monitoring
45383,SQL Injection,External,High,WAF
45384,Insider Threat,Internal,High,Manual Report
45385,Credential Stuffing,External,Medium,Auth Logs
45386,Misconfiguration,Internal,Medium,Audit
45387,Zero-Day Exploit,External,Critical,Threat Intel
45388,Phishing,External,Medium,SIEM
45389,Malware,External,High,IDS
45390,Ransomware,External,Critical,SIEM
45391,DDoS,External,High,Network Monitoring
45392,SQL Injection,External,High,WAF
45393,Insider Threat,Internal,High,Manual Report
45394,Credential Stuffing,External,Medium,Auth Logs
45395,Misconfiguration,Internal,Medium,Audit
45396,Zero-Day Exploit,External,Critical,Threat Intel
45397,Phishing,External,Medium,SIEM
45398,Malware,External,High,IDS
45399,Ransomware,External,Critical,SIEM
45400,DDoS,External,High,Network Monitoring
45401,SQL Injection,External,High,WAF
45402,Insider Threat,Internal,High,Manual Report
45403,Credential Stuffing,External,Medium,Auth Logs
45404,Misconfiguration,Internal,Medium,Audit
45405,Zero-Day Exploit,External,Critical,Threat Intel
45406,Phishing,External,Medium,SIEM
45407,Malware,External,High,IDS
45408,Ransomware,External,Critical,SIEM
45409,DDoS,External,High,Network Monitoring
45410,SQL Injection,External,High,WAF
45411,Insider Threat,Internal,High,Manual Report
45412,Credential Stuffing,External,Medium,Auth Logs
45413,Misconfiguration,Internal,Medium,Audit
45414,Zero-Day Exploit,External,Critical,Threat Intel
45415,Phishing,External,Medium,SIEM
45416,Malware,External,High,IDS
45417,Ransomware,External,Critical,SIEM
45418,DDoS,External,High,Network Monitoring
45419,SQL Injection,External,High,WAF
45420,Insider Threat,Internal,High,Manual Report
45421,Credential Stuffing,External,Medium,Auth Logs
45422,Misconfiguration,Internal,Medium,Audit
45423,Zero-Day Exploit,External,Critical,Threat Intel
45424,Phishing,External,Medium,SIEM
45425,Malware,External,High,IDS
45426,Ransomware,External,Critical,SIEM
45427,DDoS,External,High,Network Monitoring
45428,SQL Injection,External,High,WAF
45429,Insider Threat,Internal,High,Manual Report
45430,Credential Stuffing,External,Medium,Auth Logs
45431,Misconfiguration,Internal,Medium,Audit
45432,Zero-Day Exploit,External,Critical,Threat Intel
45433,Phishing,External,Medium,SIEM
45434,Malware,External,High,IDS
45435,Ransomware,External,Critical,SIEM
45436,DDoS,External,High,Network Monitoring
45437,SQL Injection,External,High,WAF
45438,Insider Threat,Internal,High,Manual Report
45439,Credential Stuffing,External,Medium,Auth Logs
45440,Misconfiguration,Internal,Medium,Audit
45441,Zero-Day Exploit,External,Critical,Threat Intel
45442,Phishing,External,Medium,SIEM
45443,Malware,External,High,IDS
