ResponseID,Incident_ID,ActionTaken,ResponsibleTeam,ActionDate,Response_Time_Hours,Resolution_Effectiveness,Follow_Up_Required
36472,41322,Legal Notified,IT,31-03-2023,93.23,9,TRUE
36473,48895,Backup Restored,Management,21-04-2025,3.7,8,TRUE
36474,35503,Forensic Analysis,Management,06-07-2023,63.84,3,TRUE
36475,28372,Backup Restored,Legal,,12.39,7,TRUE
36476,39034,Patch Applied,Management,09-06-2024,103.68,5,FALSE
36477,25789,Account Locked,Third-Party,30-10-2024,111.59,9,FALSE
36478,1964,Backup Restored,IT,13-08-2023,46.63,3,TRUE
36479,655,Account Locked,SOC,08-01-2024,33.35,5,TRUE
36480,1235,Account Locked,Third-Party,29-03-2025,71.41,3,TRUE
36481,25882,Legal Notified,Management,04-01-2024,102.53,7,TRUE
36482,28106,Backup Restored,Management,01-12-2023,69.15,1,TRUE
36483,28162,Forensic Analysis,SOC,24-09-2025,45.32,3,TRUE
36484,45240,Forensic Analysis,Third-Party,11-10-2023,71.62,7,TRUE
36485,41801,Patch Applied,Legal,08-07-2024,73.26,1,FALSE
36486,13871,Password Reset,Legal,18-01-2023,43.87,5,FALSE
36487,1674,Legal Notified,Third-Party,,0.81,2,FALSE
36488,46272,Patch Applied,IT,15-03-2024,81.7,5,TRUE
36489,26576,Forensic Analysis,SOC,19-07-2025,111.47,7,FALSE
36490,39010,Account Locked,Legal,22-11-2024,40.19,10,FALSE
36491,19744,Patch Applied,Legal,08-11-2024,82.69,4,TRUE
36492,9152,Backup Restored,Legal,,86.97,6,FALSE
36493,27239,Backup Restored,Legal,07-01-2025,28.31,5,FALSE
36494,14020,Legal Notified,Management,,24.05,4,TRUE
36495,39875,Legal Notified,Third-Party,23-04-2024,112.25,10,FALSE
36496,14961,Password Reset,IT,31-08-2025,26.86,10,TRUE
36497,21538,Patch Applied,IT,19-12-2024,77.22,5,FALSE
36498,25372,Forensic Analysis,Third-Party,26-02-2023,51.78,2,TRUE
36499,1656,Legal Notified,Management,06-04-2025,81.67,8,FALSE
36500,43579,Account Locked,IT,14-03-2024,99.02,3,FALSE
36501,21481,Password Reset,Third-Party,17-12-2024,12.39,7,FALSE
36502,26187,Legal Notified,Third-Party,13-03-2024,82.05,8,TRUE
36503,7982,Account Locked,SOC,,84.8,1,FALSE
36504,8041,Account Locked,Management,26-05-2025,55.9,5,TRUE
36505,35686,Backup Restored,Legal,31-10-2024,61.02,4,FALSE
36506,25613,Password Reset,Management,18-10-2023,24.69,5,FALSE
36507,30637,Patch Applied,SOC,19-07-2024,95.91,1,FALSE
36508,18593,Forensic Analysis,SOC,06-09-2024,25.76,1,FALSE
36509,36676,Forensic Analysis,IT,,102.91,7,TRUE
36510,25995,Backup Restored,Third-Party,16-06-2023,84.09,6,FALSE
36511,35305,Patch Applied,SOC,09-09-2024,48.3,10,FALSE
36512,28924,Backup Restored,Third-Party,06-08-2024,36.88,10,FALSE
36513,23363,Account Locked,Management,08-07-2023,104.21,4,TRUE
36514,13329,Forensic Analysis,Legal,16-05-2024,75.85,5,FALSE
36515,9255,Forensic Analysis,Third-Party,30-05-2025,86.96,10,TRUE
36516,18423,Backup Restored,Third-Party,19-02-2024,118.14,8,FALSE
36517,35932,Patch Applied,SOC,31-01-2025,16.52,3,FALSE
36518,12209,Password Reset,Management,,81.71,4,FALSE
36519,43648,Account Locked,Management,09-04-2023,83.7,2,TRUE
36520,19915,Forensic Analysis,Third-Party,21-07-2024,50.14,10,FALSE
36521,22821,Patch Applied,IT,21-08-2023,52.25,2,FALSE
36522,34134,Password Reset,Management,15-06-2025,78.8,7,FALSE
36523,24947,Password Reset,Third-Party,,8.07,5,FALSE
36524,15576,Forensic Analysis,SOC,29-12-2024,71.42,1,TRUE
36525,36617,Backup Restored,IT,11-01-2024,52.01,6,TRUE
36526,49126,Account Locked,Third-Party,,90.04,7,FALSE
36527,7070,Legal Notified,Management,,0.32,1,TRUE
36528,44392,Backup Restored,Management,,15.31,2,FALSE
36529,13896,Patch Applied,IT,02-07-2024,8.1,9,FALSE
36530,9911,Forensic Analysis,SOC,12-08-2023,33.41,2,FALSE
36531,5426,Legal Notified,IT,27-11-2024,52.3,7,FALSE
36532,42140,Patch Applied,Third-Party,19-08-2023,118.96,2,FALSE
36533,33914,Forensic Analysis,Management,,78.77,8,FALSE
36534,42780,Legal Notified,Management,04-05-2025,81.85,8,FALSE
36535,4158,Password Reset,Third-Party,01-03-2025,0.21,9,FALSE
36536,34148,Legal Notified,SOC,30-03-2025,34.62,7,TRUE
36537,17419,Legal Notified,Management,07-12-2024,110.7,8,FALSE
36538,34112,Password Reset,Management,04-05-2025,25.65,3,TRUE
36539,43729,Legal Notified,IT,25-02-2025,75.74,7,TRUE
36540,23198,Patch Applied,Third-Party,28-03-2023,35.24,6,FALSE
36541,43314,Password Reset,Management,11-01-2025,89.84,7,FALSE
36542,18406,Backup Restored,Third-Party,27-04-2024,78.73,3,TRUE
36543,49327,Password Reset,SOC,27-04-2024,63.61,2,TRUE
36544,33811,Forensic Analysis,SOC,,57.33,10,FALSE
36545,39377,Patch Applied,Legal,21-11-2024,96.38,3,TRUE
36546,14678,Patch Applied,SOC,25-08-2025,50.49,7,FALSE
36547,29422,Legal Notified,Management,30-11-2023,7.63,10,FALSE
36548,34630,Legal Notified,Legal,06-03-2025,107.59,9,FALSE
36549,38897,Forensic Analysis,Legal,21-04-2024,36.98,10,FALSE
36550,38966,Legal Notified,Third-Party,13-10-2024,106.93,5,TRUE
36551,36910,Account Locked,Management,28-07-2023,45.09,2,FALSE
36552,36341,Backup Restored,Management,19-07-2024,71.3,1,FALSE
36553,41496,Account Locked,IT,01-03-2025,104.89,7,FALSE
36554,38262,Backup Restored,SOC,22-04-2024,10.6,7,FALSE
36555,40140,Password Reset,SOC,,62.49,9,TRUE
36556,31645,Account Locked,Management,,45.65,10,TRUE
36557,19632,Legal Notified,SOC,03-03-2024,22.07,10,FALSE
36558,40728,Forensic Analysis,Management,22-09-2024,24.57,3,FALSE
36559,40932,Legal Notified,Management,23-06-2025,24.35,6,TRUE
36560,46152,Patch Applied,Management,,105.59,5,FALSE
36561,14846,Password Reset,IT,24-09-2024,73.56,10,TRUE
36562,39322,Patch Applied,SOC,,55.04,1,FALSE
36563,42781,Password Reset,Third-Party,13-04-2023,26.18,9,FALSE
36564,34480,Backup Restored,Third-Party,,15.11,4,TRUE
36565,47406,Password Reset,SOC,01-03-2025,5.94,9,FALSE
36566,9691,Legal Notified,Legal,16-08-2025,119.11,2,TRUE
36567,32694,Password Reset,Third-Party,15-12-2024,50.43,9,FALSE
36568,44925,Account Locked,SOC,08-12-2024,44.72,6,FALSE
36569,23365,Forensic Analysis,Legal,23-10-2023,78.65,8,FALSE
36570,3298,Patch Applied,Legal,,67.19,5,FALSE
36571,3572,Patch Applied,SOC,,114.75,5,FALSE
36572,1002,Patch Applied,Third-Party,14-06-2025,81.49,6,FALSE
36573,42467,Patch Applied,SOC,23-02-2023,10.6,6,TRUE
36574,19530,Backup Restored,IT,04-06-2025,4.4,2,FALSE
36575,42727,Backup Restored,SOC,31-03-2024,4.56,7,FALSE
36576,13325,Patch Applied,Third-Party,,16.99,8,FALSE
36577,49953,Forensic Analysis,Third-Party,,24,6,FALSE
36578,35788,Password Reset,Management,06-07-2025,49.21,8,FALSE
36579,35617,Account Locked,SOC,02-11-2024,62.93,5,TRUE
36580,38743,Password Reset,SOC,11-12-2022,116.95,4,FALSE
36581,41702,Legal Notified,IT,25-01-2025,37.75,1,FALSE
36582,46428,Account Locked,Third-Party,12-03-2024,67.74,2,TRUE
36583,21969,Backup Restored,SOC,,94.42,3,FALSE
36584,46507,Account Locked,Third-Party,02-10-2024,49.18,10,FALSE
36585,389,Backup Restored,SOC,,91.83,9,FALSE
36586,4087,Account Locked,IT,12-02-2023,73.62,3,TRUE
36587,3062,Legal Notified,Legal,11-03-2025,101.14,5,FALSE
36588,24795,Account Locked,Third-Party,06-01-2025,76.57,9,FALSE
36589,21685,Password Reset,Third-Party,21-06-2024,107.69,5,FALSE
36590,39263,Account Locked,SOC,29-06-2025,60.85,8,TRUE
36591,49725,Account Locked,Management,30-08-2024,23.98,9,FALSE
36592,19519,Password Reset,Third-Party,22-06-2025,109.99,7,TRUE
36593,27036,Backup Restored,Management,16-05-2025,42.77,5,FALSE
36594,10188,Legal Notified,Third-Party,16-12-2024,5.51,2,FALSE
36595,47828,Backup Restored,Management,,9.43,8,FALSE
36596,28154,Forensic Analysis,IT,24-10-2024,46.65,6,FALSE
36597,31472,Password Reset,Third-Party,,62.21,5,TRUE
36598,48147,Account Locked,IT,,31.4,4,TRUE
36599,7805,Patch Applied,Legal,11-05-2025,102.9,6,TRUE
36600,10076,Password Reset,Legal,02-08-2025,45.39,10,FALSE
36601,27787,Forensic Analysis,IT,02-10-2024,41.45,9,FALSE
36602,49430,Backup Restored,SOC,09-02-2024,30.98,8,FALSE
36603,28781,Account Locked,Management,09-04-2024,63.22,2,FALSE
36604,27737,Password Reset,Management,01-07-2023,81.73,1,FALSE
36605,18259,Patch Applied,Third-Party,19-01-2024,23.65,2,TRUE
36606,45488,Account Locked,Management,14-04-2023,3.63,10,TRUE
36607,5765,Password Reset,Third-Party,16-10-2024,100.42,3,FALSE
36608,6675,Patch Applied,Legal,01-03-2025,68.67,6,FALSE
36609,13577,Account Locked,SOC,13-11-2022,60.95,7,FALSE
36610,47652,Legal Notified,Management,21-12-2023,87.89,3,FALSE
36611,5913,Forensic Analysis,Management,25-05-2024,98.01,10,FALSE
36612,15984,Password Reset,Legal,30-08-2024,109.76,7,TRUE
36613,42527,Backup Restored,Third-Party,,36.74,1,FALSE
36614,18145,Legal Notified,SOC,15-11-2023,101.99,1,TRUE
36615,28570,Forensic Analysis,Legal,10-06-2025,78.74,8,FALSE
36616,41,Patch Applied,Management,19-03-2025,5.54,4,FALSE
36617,12940,Account Locked,Third-Party,,6.89,2,FALSE
36618,32226,Forensic Analysis,SOC,22-05-2025,87.08,5,FALSE
36619,42620,Backup Restored,Legal,09-08-2025,115.07,4,TRUE
36620,19923,Backup Restored,Third-Party,03-06-2024,81.9,6,TRUE
36621,33049,Forensic Analysis,SOC,,117.51,7,FALSE
36622,4195,Patch Applied,Legal,10-09-2025,96.74,1,FALSE
36623,14863,Account Locked,Management,13-09-2025,51.47,1,FALSE
36624,3314,Patch Applied,Third-Party,21-09-2023,53.68,10,FALSE
36625,1292,Password Reset,Legal,25-09-2025,59.63,1,FALSE
36626,40365,Legal Notified,IT,21-01-2025,79.05,9,FALSE
36627,10252,Password Reset,Legal,16-06-2023,41.23,9,TRUE
36628,16619,Account Locked,Third-Party,14-06-2024,52.58,3,TRUE
36629,11008,Legal Notified,Management,,105.94,3,TRUE
36630,41961,Password Reset,SOC,01-05-2024,52.53,2,FALSE
36631,30730,Password Reset,Third-Party,13-11-2024,39.68,8,FALSE
36632,37578,Legal Notified,IT,,110.23,10,FALSE
36633,24769,Backup Restored,Legal,10-02-2025,11.59,2,FALSE
36634,2051,Legal Notified,SOC,03-07-2025,114.68,8,TRUE
36635,27655,Password Reset,IT,09-08-2025,69.67,8,TRUE
36636,32586,Forensic Analysis,IT,03-05-2024,94.51,3,TRUE
36637,32927,Legal Notified,Management,13-05-2023,76.35,8,FALSE
36638,11140,Backup Restored,Legal,20-03-2024,16.08,6,FALSE
36639,12044,Account Locked,Third-Party,16-07-2023,39.92,5,FALSE
36640,7259,Password Reset,SOC,07-01-2024,81.07,1,FALSE
36641,47788,Account Locked,IT,,108.92,7,FALSE
36642,13020,Account Locked,Legal,,88.73,4,FALSE
36643,45135,Backup Restored,Management,31-08-2024,11.38,5,FALSE
36644,13721,Backup Restored,Management,24-10-2024,25.71,2,FALSE
36645,41932,Legal Notified,Third-Party,09-03-2024,49.93,8,TRUE
36646,42344,Account Locked,Third-Party,24-12-2024,23.97,1,FALSE
36647,41821,Backup Restored,Management,,80.24,10,TRUE
36648,45650,Account Locked,Third-Party,02-05-2024,113.46,5,FALSE
36649,6743,Forensic Analysis,Management,24-08-2025,36.98,2,FALSE
36650,2119,Forensic Analysis,Management,,34.69,7,FALSE
36651,42828,Legal Notified,SOC,16-10-2023,65.03,2,FALSE
36652,14499,Password Reset,Third-Party,20-09-2024,13.55,6,TRUE
36653,20209,Backup Restored,IT,10-09-2023,13.34,3,FALSE
36654,13080,Patch Applied,Management,13-03-2025,71.26,2,FALSE
36655,17121,Legal Notified,IT,,30.1,8,TRUE
36656,26413,Backup Restored,IT,,13.58,9,FALSE
36657,25259,Password Reset,Third-Party,16-06-2025,15.06,4,FALSE
36658,13364,Account Locked,IT,05-03-2024,117.41,8,TRUE
36659,32219,Forensic Analysis,SOC,,73.63,1,FALSE
36660,40329,Forensic Analysis,Legal,26-09-2023,56.93,4,FALSE
36661,26991,Password Reset,IT,20-06-2025,74.56,4,FALSE
36662,22402,Backup Restored,SOC,11-07-2023,22.48,10,FALSE
36663,35704,Legal Notified,IT,31-01-2025,12.36,7,FALSE
36664,16879,Backup Restored,IT,30-01-2025,44.46,7,FALSE
36665,31739,Patch Applied,SOC,,30.27,10,FALSE
36666,19116,Account Locked,Legal,01-07-2025,109.68,6,FALSE
36667,43417,Patch Applied,IT,05-09-2023,50.63,2,FALSE
36668,11585,Backup Restored,Third-Party,11-03-2023,29.34,8,FALSE
36669,46997,Account Locked,SOC,02-10-2024,9.67,10,FALSE
36670,35785,Account Locked,Management,,103.31,3,FALSE
36671,2338,Password Reset,SOC,02-03-2025,113.38,2,FALSE
36672,47062,Legal Notified,SOC,24-07-2025,88.79,4,TRUE
36673,14326,Account Locked,Legal,15-02-2025,19.99,1,FALSE
36674,13841,Forensic Analysis,IT,02-01-2024,77.72,5,FALSE
36675,37121,Account Locked,Third-Party,27-02-2023,16.92,8,TRUE
36676,6910,Backup Restored,IT,05-04-2025,108.27,6,FALSE
36677,5972,Backup Restored,Third-Party,,49.22,3,TRUE
36678,11060,Backup Restored,IT,12-11-2024,96.79,5,FALSE
36679,3966,Backup Restored,Management,06-09-2023,89.9,7,TRUE
36680,29850,Account Locked,Management,01-10-2025,104.01,10,FALSE
36681,3421,Password Reset,SOC,,19.03,5,FALSE
36682,43214,Password Reset,Third-Party,23-05-2024,29.47,7,FALSE
36683,8510,Password Reset,IT,08-07-2025,61.28,10,FALSE
36684,3108,Password Reset,Third-Party,19-08-2023,62.87,2,FALSE
36685,29963,Legal Notified,SOC,03-02-2025,100.6,9,FALSE
36686,17069,Legal Notified,IT,29-01-2025,64.13,6,FALSE
36687,42986,Account Locked,Third-Party,,72.77,4,FALSE
36688,974,Forensic Analysis,IT,,20.96,4,TRUE
36689,20555,Patch Applied,SOC,,21.63,8,FALSE
36690,13063,Account Locked,Legal,,62.59,1,TRUE
36691,37501,Forensic Analysis,Legal,,78.25,3,TRUE
36692,35605,Password Reset,Management,,45.65,3,FALSE
36693,33524,Password Reset,Third-Party,06-02-2025,7,9,FALSE
36694,14662,Password Reset,Legal,31-07-2023,106.92,4,TRUE
36695,8902,Backup Restored,SOC,02-10-2023,66.37,7,TRUE
36696,45322,Password Reset,SOC,22-10-2024,88.93,9,FALSE
36697,39061,Patch Applied,Third-Party,,12.49,4,TRUE
36698,36934,Password Reset,SOC,26-11-2023,46.86,2,FALSE
36699,31733,Legal Notified,SOC,24-03-2025,85.92,1,TRUE
36700,18178,Account Locked,Management,29-08-2023,71.18,2,TRUE
36701,45171,Account Locked,Legal,,52.72,5,FALSE
36702,40004,Password Reset,SOC,31-07-2024,0.26,6,TRUE
36703,942,Password Reset,Legal,29-06-2025,118.66,8,FALSE
36704,43051,Legal Notified,IT,14-02-2024,81.57,4,FALSE
36705,43058,Patch Applied,Legal,,9.63,6,TRUE
36706,26908,Legal Notified,Management,27-07-2023,35.56,5,TRUE
36707,43102,Backup Restored,SOC,,80.66,5,FALSE
36708,2950,Backup Restored,Third-Party,29-10-2025,82.16,2,FALSE
36709,44759,Patch Applied,SOC,02-08-2024,81.12,5,FALSE
36710,19762,Account Locked,Management,,45.61,4,FALSE
36711,25349,Forensic Analysis,Legal,,75.13,4,FALSE
36712,40632,Account Locked,IT,31-10-2024,20.5,2,FALSE
36713,47300,Password Reset,SOC,13-02-2024,63.38,10,FALSE
36714,10373,Patch Applied,IT,,25.29,9,FALSE
36715,45954,Backup Restored,SOC,,30.07,6,FALSE
36716,9489,Patch Applied,IT,06-06-2023,112.25,10,FALSE
36717,9682,Legal Notified,Management,18-07-2025,73.68,2,TRUE
36718,15859,Backup Restored,IT,12-09-2024,54.77,5,FALSE
36719,19143,Forensic Analysis,Third-Party,,7.62,4,FALSE
36720,40498,Password Reset,Third-Party,,4.82,4,TRUE
36721,21372,Backup Restored,SOC,,98.45,6,TRUE
36722,6615,Backup Restored,Legal,,115.57,5,TRUE
36723,24209,Password Reset,SOC,24-10-2024,58.77,2,TRUE
36724,44017,Patch Applied,Third-Party,30-06-2024,51.06,5,FALSE
36725,20624,Account Locked,Third-Party,07-02-2024,70.1,2,FALSE
36726,36460,Forensic Analysis,Legal,07-02-2025,48.6,9,TRUE
36727,5664,Forensic Analysis,Third-Party,07-09-2025,91.73,4,TRUE
36728,29460,Backup Restored,IT,02-11-2024,115.91,10,TRUE
36729,8283,Password Reset,IT,24-09-2023,32.64,4,TRUE
36730,10817,Account Locked,Third-Party,,93.59,3,TRUE
36731,18546,Legal Notified,Legal,17-10-2024,21.04,1,FALSE
36732,7107,Patch Applied,Legal,27-01-2023,32.22,4,FALSE
36733,28971,Backup Restored,IT,30-03-2025,106.92,7,FALSE
36734,29460,Backup Restored,Third-Party,11-07-2025,14.84,5,TRUE
36735,18042,Password Reset,Legal,12-02-2023,118.1,7,TRUE
36736,38239,Legal Notified,Legal,25-08-2023,111.82,2,TRUE
36737,15309,Account Locked,Management,,95.3,5,TRUE
36738,24082,Patch Applied,Management,21-08-2024,61.83,5,FALSE
36739,31686,Backup Restored,IT,08-12-2023,75.23,3,TRUE
36740,11114,Account Locked,Third-Party,31-03-2024,45.99,9,FALSE
36741,44608,Forensic Analysis,Legal,04-07-2024,54.18,7,FALSE
36742,16100,Forensic Analysis,Management,05-09-2024,107.57,7,FALSE
36743,5645,Legal Notified,SOC,17-11-2024,86.86,8,TRUE
36744,16612,Password Reset,Management,,13.05,8,FALSE
36745,48703,Legal Notified,Management,,17.23,4,FALSE
36746,1983,Backup Restored,IT,,59.73,7,TRUE
36747,1354,Patch Applied,Third-Party,22-09-2025,3.41,4,FALSE
36748,27892,Forensic Analysis,Third-Party,11-05-2023,88.56,7,FALSE
36749,32349,Backup Restored,Legal,,85.14,10,TRUE
36750,330,Legal Notified,Management,12-05-2024,9.32,10,FALSE
36751,19309,Patch Applied,Legal,15-06-2025,3.36,7,FALSE
36752,43853,Account Locked,IT,,21.5,3,TRUE
36753,16905,Backup Restored,Third-Party,17-09-2023,89.54,7,TRUE
36754,27343,Backup Restored,Legal,,84.68,8,FALSE
36755,32746,Account Locked,SOC,26-03-2024,69.92,7,FALSE
36756,39065,Patch Applied,IT,26-06-2024,37.13,1,FALSE
36757,41383,Account Locked,Legal,,32.48,7,TRUE
36758,27951,Account Locked,IT,,116.18,9,FALSE
36759,30945,Legal Notified,Third-Party,24-02-2023,97.92,4,FALSE
36760,18326,Legal Notified,Legal,23-05-2023,90.92,6,FALSE
36761,39171,Account Locked,IT,01-04-2024,79.18,3,TRUE
36762,6313,Patch Applied,Management,11-08-2024,71.06,1,FALSE
36763,37930,Patch Applied,Third-Party,21-04-2025,79.46,5,FALSE
36764,21154,Patch Applied,IT,31-01-2025,112.19,10,FALSE
36765,33805,Account Locked,Third-Party,10-02-2023,58.07,2,TRUE
36766,7366,Backup Restored,SOC,,8.95,6,TRUE
36767,13502,Account Locked,IT,25-06-2023,108.39,4,FALSE
36768,44038,Account Locked,Legal,,91.82,4,FALSE
36769,9775,Legal Notified,SOC,27-02-2023,46.77,6,FALSE
36770,33740,Password Reset,IT,25-08-2025,93.28,1,FALSE
36771,17554,Password Reset,Third-Party,12-09-2022,86.67,4,TRUE
36772,19290,Account Locked,IT,,118.96,1,FALSE
36773,18780,Password Reset,IT,07-09-2023,82.76,3,TRUE
36774,37527,Legal Notified,Third-Party,27-06-2024,86.89,5,FALSE
36775,6740,Forensic Analysis,SOC,27-02-2023,78.89,9,FALSE
36776,22842,Legal Notified,IT,25-05-2023,60.76,7,FALSE
36777,6601,Forensic Analysis,Third-Party,09-07-2025,20.79,8,FALSE
36778,7513,Patch Applied,IT,,75.59,9,FALSE
36779,9707,Patch Applied,Legal,,22.61,1,TRUE
36780,2261,Password Reset,Legal,06-11-2023,103.31,2,TRUE
36781,29765,Backup Restored,IT,30-03-2023,64.85,5,FALSE
36782,49791,Backup Restored,Management,,5.97,4,FALSE
36783,27504,Password Reset,Legal,21-12-2023,55.44,6,TRUE
36784,39139,Patch Applied,Legal,22-01-2025,86.66,5,FALSE
36785,13968,Forensic Analysis,SOC,04-08-2023,3.31,7,FALSE
36786,7441,Forensic Analysis,IT,,42.97,9,FALSE
36787,5683,Password Reset,Legal,05-03-2024,25.92,7,FALSE
36788,44182,Forensic Analysis,SOC,03-06-2025,9.39,9,TRUE
36789,5779,Password Reset,Legal,06-06-2025,116.47,3,FALSE
36790,639,Password Reset,Legal,20-08-2023,52.92,1,TRUE
36791,24505,Forensic Analysis,Third-Party,20-05-2025,71.21,3,TRUE
36792,30261,Legal Notified,IT,09-06-2025,47.73,9,TRUE
36793,45721,Password Reset,Legal,30-09-2023,12.45,9,TRUE
36794,1939,Patch Applied,IT,02-11-2023,116.9,1,FALSE
36795,1035,Password Reset,SOC,27-03-2024,93.49,4,FALSE
36796,27529,Account Locked,Management,,108.28,4,TRUE
36797,18486,Legal Notified,Legal,12-02-2025,11.89,1,FALSE
36798,8098,Account Locked,SOC,01-06-2023,93.79,3,FALSE
36799,34764,Legal Notified,Legal,19-09-2023,108.43,2,TRUE
36800,15429,Backup Restored,IT,15-08-2024,85.46,4,TRUE
36801,48869,Account Locked,Legal,20-06-2025,0.83,10,FALSE
36802,25844,Account Locked,Third-Party,,50.69,1,FALSE
36803,47743,Password Reset,Management,17-06-2025,55.94,6,TRUE
36804,43091,Account Locked,Legal,27-06-2025,36.26,3,TRUE
36805,40129,Account Locked,IT,22-05-2023,76.86,1,FALSE
36806,27893,Backup Restored,Legal,,59.88,5,TRUE
36807,11729,Password Reset,IT,,21.28,9,FALSE
36808,23282,Password Reset,Management,13-06-2025,49.8,6,FALSE
36809,12479,Patch Applied,Management,13-06-2024,93.96,10,TRUE
36810,2889,Legal Notified,Third-Party,,62.63,6,TRUE
36811,41125,Password Reset,IT,,25.98,4,TRUE
36812,33591,Password Reset,Management,28-06-2024,7.16,9,FALSE
36813,30959,Backup Restored,Third-Party,03-01-2025,2.58,2,TRUE
36814,14991,Backup Restored,IT,07-10-2023,112.42,7,TRUE
36815,36363,Legal Notified,Management,07-02-2025,54.68,8,TRUE
36816,32099,Legal Notified,Third-Party,23-08-2024,102.8,5,FALSE
36817,14374,Backup Restored,IT,28-08-2023,101.48,10,FALSE
36818,14340,Patch Applied,Legal,02-08-2024,9.99,3,FALSE
36819,23453,Legal Notified,SOC,19-02-2024,72.73,10,FALSE
36820,29519,Patch Applied,Legal,28-09-2024,9,9,FALSE
36821,41268,Patch Applied,IT,17-10-2023,2.68,10,FALSE
36822,36349,Password Reset,Legal,31-01-2024,7.03,8,FALSE
36823,7224,Backup Restored,Management,19-11-2022,113.8,7,FALSE
36824,17188,Account Locked,Third-Party,22-09-2024,80.93,2,FALSE
36825,22268,Account Locked,Third-Party,22-10-2025,89.24,6,FALSE
36826,39007,Password Reset,IT,08-11-2024,76.06,6,TRUE
36827,24352,Forensic Analysis,Third-Party,,65.52,3,FALSE
36828,27331,Forensic Analysis,Third-Party,28-03-2024,80.3,9,TRUE
36829,30459,Password Reset,Legal,,94.83,8,FALSE
36830,48924,Patch Applied,Third-Party,12-02-2025,85.9,3,TRUE
36831,44307,Account Locked,SOC,,24.17,1,FALSE
36832,2889,Account Locked,Third-Party,,58.52,2,TRUE
36833,43588,Legal Notified,SOC,10-11-2023,71.49,8,FALSE
36834,20023,Forensic Analysis,SOC,13-08-2024,91.77,3,TRUE
36835,47558,Patch Applied,Legal,28-09-2022,64.44,9,FALSE
36836,33841,Account Locked,Management,,95.27,4,TRUE
36837,44126,Backup Restored,IT,,17.58,9,TRUE
36838,18641,Forensic Analysis,SOC,18-10-2024,73.17,1,TRUE
36839,47223,Forensic Analysis,SOC,05-12-2024,104.69,10,FALSE
36840,35210,Forensic Analysis,IT,,27.75,10,TRUE
36841,40573,Backup Restored,Third-Party,05-06-2023,5.13,2,TRUE
36842,40515,Forensic Analysis,SOC,28-09-2025,56.69,7,TRUE
36843,3551,Legal Notified,Third-Party,26-09-2023,83.96,9,FALSE
36844,132,Forensic Analysis,Legal,25-09-2025,81,7,FALSE
36845,27926,Account Locked,Third-Party,23-12-2024,69.44,2,TRUE
36846,22595,Account Locked,Legal,17-02-2024,103.77,10,FALSE
36847,36606,Password Reset,Legal,24-12-2024,28.52,6,TRUE
36848,834,Account Locked,Legal,10-04-2023,118.15,7,TRUE
36849,33504,Backup Restored,SOC,11-10-2023,38.69,8,FALSE
36850,26643,Account Locked,Legal,18-06-2024,6.48,9,FALSE
36851,40062,Patch Applied,Legal,15-06-2022,39.8,5,FALSE
36852,45934,Legal Notified,Legal,18-11-2024,109.36,3,TRUE
36853,25643,Forensic Analysis,IT,13-01-2025,49.15,6,FALSE
36854,18863,Forensic Analysis,Third-Party,11-10-2022,45.38,4,FALSE
36855,16563,Backup Restored,SOC,29-09-2024,84.29,2,FALSE
36856,15995,Forensic Analysis,Third-Party,01-05-2025,110.8,8,TRUE
36857,12798,Forensic Analysis,SOC,19-04-2023,7.92,3,FALSE
36858,38052,Patch Applied,SOC,15-08-2023,21.52,8,TRUE
36859,34082,Patch Applied,Third-Party,30-01-2023,45,2,FALSE
36860,40449,Forensic Analysis,Legal,01-07-2025,51.67,3,FALSE
36861,29762,Legal Notified,IT,13-03-2025,97.34,7,FALSE
36862,43448,Backup Restored,Management,09-01-2025,69.98,4,FALSE
36863,29750,Backup Restored,SOC,12-06-2024,65.78,2,FALSE
36864,33238,Account Locked,Legal,28-07-2025,64.44,8,TRUE
36865,34447,Patch Applied,Management,,46.39,3,FALSE
36866,14207,Backup Restored,Third-Party,22-01-2024,94.49,4,FALSE
36867,10882,Forensic Analysis,Management,24-11-2023,30.64,1,FALSE
36868,49392,Account Locked,Management,17-08-2024,61.68,6,FALSE
36869,37724,Password Reset,Third-Party,18-05-2025,96.84,9,TRUE
36870,4574,Account Locked,Management,,18.61,3,TRUE
36871,27436,Password Reset,Management,27-03-2025,42.94,10,FALSE
36872,36762,Patch Applied,Third-Party,14-06-2025,114.55,2,FALSE
36873,13559,Forensic Analysis,Third-Party,,58.04,5,TRUE
36874,10562,Backup Restored,SOC,06-11-2023,98.6,7,FALSE
36875,16564,Account Locked,Management,12-04-2024,27.01,1,FALSE
36876,29078,Password Reset,SOC,18-09-2025,43.2,9,FALSE
36877,24528,Legal Notified,Legal,26-08-2025,30.79,6,FALSE
36878,34992,Legal Notified,Management,,116.45,4,FALSE
36879,5138,Legal Notified,Management,11-01-2024,107.89,5,FALSE
36880,37655,Backup Restored,Legal,23-04-2025,23.67,1,TRUE
36881,12884,Legal Notified,Legal,,52.72,4,FALSE
36882,36429,Legal Notified,Legal,,55.74,4,TRUE
36883,36284,Password Reset,Management,22-11-2024,86.11,4,FALSE
36884,33538,Legal Notified,IT,11-03-2025,66.86,6,TRUE
36885,12954,Patch Applied,IT,02-02-2024,11.05,3,TRUE
36886,47702,Password Reset,Legal,22-10-2023,68.58,5,FALSE
